99 149
1 11 23
1 14 38
1 51 27
1 63 81
1 68 71
1 74 42
1 88 7
1 91 79
2 18 95
2 22 79
2 34 20
2 47 29
2 70 38
2 88 99
2 89 58
3 40 87
3 76 94
4 34 51
5 36 35
5 94 10
6 37 94
6 54 45
7 12 11
7 79 40
8 83 64
8 90 81
9 13 71
9 20 53
9 29 48
9 46 70
10 70 36
10 75 27
12 46 7
12 85 26
12 87 64
13 46 68
13 57 93
13 66 75
13 76 73
13 81 82
14 21 30
14 61 91
14 77 46
14 79 69
15 23 96
15 32 63
15 72 20
15 82 2
16 62 45
16 85 22
17 62 40
18 46 14
19 96 42
20 26 3
20 65 53
21 30 12
21 48 79
22 27 42
22 44 53
23 28 52
23 37 51
23 64 65
24 36 66
24 93 87
25 88 23
25 98 14
25 99 85
26 98 28
27 89 61
28 64 26
28 69 92
28 71 70
29 54 27
29 69 47
29 85 65
30 56 9
31 40 55
31 41 10
32 40 62
32 76 22
32 83 31
32 88 11
33 89 42
34 39 94
34 48 72
34 53 3
35 43 41
36 40 49
37 62 68
37 65 17
37 75 81
37 86 99
37 88 39
38 80 93
38 88 38
41 47 2
41 62 76
41 95 13
42 84 25
42 90 84
42 96 51
43 51 1
43 95 6
44 80 27
44 81 87
45 52 29
45 67 78
46 73 51
46 83 17
47 54 10
48 61 64
48 61 3
48 91 56
49 57 89
50 66 43
50 76 100
50 88 43
51 58 50
51 66 67
51 84 21
52 56 87
52 64 47
53 97 62
55 62 55
56 85 39
58 73 100
59 62 20
59 89 92
60 75 17
61 63 99
61 97 87
62 85 65
62 87 80
64 77 66
64 95 28
66 71 57
66 90 24
67 71 4
67 90 39
68 79 40
68 85 68
69 77 34
76 90 25
76 92 19
78 94 14
82 95 33
83 96 27
89 90 78
94 98 22
23 93
2 5 9 17 18 19 20 31 39 43 44 45 46 47 49 54 55 56 57 63 71 88 99 
17 61
88 7
68 36
6 61
8 40
29 53
27 49
45 38
57 29
22 69
35 34
60 14
88 32
41 9
14 62
6 6
73 41
68 29
66 13
2 83
25 69
11 54
77 44
14 22
21 72
51 30
64 61
63 49
71 44
26 55
62 55
95 74
21 14
63 14
42 43
64 17
87 26
34 87
70 93
65 3
42 2
56 55
7 31
4 67
24 1
32 84
39 38
3 31
91 58
20 3
52 39
44 80
17 13
52 66
38 74
50 10
6 29
76 11
44 63
1 83
71 94
52 84
55 46
92 53
30 20
65 81
11 25
29 84
47 11
2 52
75 83
51 70
12 38
33 4
25 98
10 12
50 90
67 89
82 40
65 13
85 22
16 84
93 55
39 45
19 70
5 53
33 39
86 6
63 86
32 92
50 97
17 61
8 27
